party,state,finance.better,vote.method,child.indep,child.curio,child.obed,child.consid,us.world,us.better,rural.govt,rural.infl,rural.resp,women.child,women.work,women.favors,women.comp,year,Religion,President,women.media,women.disc,women.hire,women.opp,score
NA,michigan,2,NA,1,1,1,0,0.25,NA,NA,NA,NA,0.51,0.51,0.25,0.25,2016,Not Religious,NA,0.51,NA,NA,NA,0.528
NA,mississippi,1,NA,1,1,0,0,0,NA,NA,NA,NA,1,0.51,0,0,2016,Evangelical,Hilary Clinton,0,NA,NA,NA,0.351
Republican,pennsylvania,3,NA,1,0,1,0,0.5,NA,NA,NA,NA,0.51,0.51,0.25,0.25,2016,Evangelical,Donald Trump,0.17,NA,NA,NA,0.419
Republican,louisiana,5,NA,1,1,1,1,0.75,NA,NA,NA,NA,1,0.51,0.75,0.5,2016,Evangelical,Donald Trump,0.17,NA,NA,NA,0.768
NA,georgia,2,NA,0,1,1,1,0.5,NA,NA,NA,NA,0.51,0.51,0,0,2016,Evangelical,NA,0.17,NA,NA,NA,0.469
Democrat,new york,2,NA,0,0,0,0,0.75,NA,NA,NA,NA,0.85,0.51,0.25,0.25,2016,Mainline,Hilary Clinton,0.51,NA,NA,NA,0.312
Independent,utah,3,NA,NA,NA,NA,NA,0.25,NA,NA,NA,NA,0.85,0.51,0,0,2016,Other Religion,NA,0.34,NA,NA,NA,0.325
NA,minnesota,2,NA,0,0,0,0,0.5,NA,NA,NA,NA,0.85,0.51,0.25,0.25,2016,Not Religious,Hilary Clinton,0.51,NA,NA,NA,0.287
NA,NA,1,NA,1,1,1,1,0.5,NA,NA,NA,NA,0.51,0.51,0.5,0.75,2016,Catholic,NA,0.51,NA,NA,NA,0.728
Independent,massachusetts,3,NA,1,1,0,1,0.5,NA,NA,NA,NA,0.51,0.51,0.5,0.75,2016,Catholic,Hilary Clinton,0.51,NA,NA,NA,0.628
NA,ohio,4,NA,1,0,0,0,0.5,NA,NA,NA,NA,0.51,0.51,0.75,0,2016,Not Religious,Donald Trump,0.51,NA,NA,NA,0.378
NA,virginia,2,NA,0,0,0,0,0.25,NA,NA,NA,NA,0.68,0.68,0.25,0.25,2016,Jewish,Hilary Clinton,0.51,NA,NA,NA,0.262
Democrat,california,1,NA,0,0,0,0,0.25,NA,NA,NA,NA,0.85,0.51,0,0.25,2016,Not Religious,Hilary Clinton,0,NA,NA,NA,0.186
Democrat,new jersey,3,NA,1,1,1,1,0.75,NA,NA,NA,NA,0.51,0.85,0.5,0.25,2016,Other Christian,Hilary Clinton,0.51,NA,NA,NA,0.737
NA,illinois,3,NA,0,0,0,0,0,NA,NA,NA,NA,0.85,0.85,0,0.25,2016,Other Religion,Donald Trump,0.51,NA,NA,NA,0.246
Independent,oregon,5,NA,1,1,0,0,0.75,NA,NA,NA,NA,1,1,1,1,2016,Not Religious,Hilary Clinton,1,NA,NA,NA,0.775
Democrat,kentucky,3,NA,1,0,0,0,0.25,NA,NA,NA,NA,0.51,0.51,0.25,0.25,2016,Not Religious,Hilary Clinton,0.51,NA,NA,NA,0.328
NA,NA,4,NA,1,1,0,1,0.5,NA,NA,NA,NA,1,0.51,0,0.5,2016,Other Religion,NA,0.51,NA,NA,NA,0.602
NA,virginia,2,NA,1,1,1,1,0.5,NA,NA,NA,NA,0.85,0.51,0.25,0.25,2016,Evangelical,Hilary Clinton,0.51,NA,NA,NA,0.687
Republican,pennsylvania,4,NA,1,0,0,0,1,NA,NA,NA,NA,1,0,0.75,0.25,2016,Catholic,Donald Trump,0.51,NA,NA,NA,0.451
NA,tennessee,4,NA,1,0,0,1,0.75,NA,NA,NA,NA,0.51,0.51,0.5,0.5,2016,Not Religious,Gary Johnson,0.51,NA,NA,NA,0.528
Independent,california,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016,Other Religion,NA,NA,NA,NA,NA,NA
NA,tennessee,3,NA,1,0,1,0,0.5,NA,NA,NA,NA,1,1,0.5,0.5,2016,Other Christian,Donald Trump,1,NA,NA,NA,0.65
Democrat,california,5,NA,1,1,1,0,0.75,NA,NA,NA,NA,0.51,0.51,0.5,0.5,2016,Black Protestant,Hilary Clinton,0,NA,NA,NA,0.577
Independent,idaho,3,NA,1,0,0,0,0.5,NA,NA,NA,NA,0.85,0.34,0.25,0.25,2016,Catholic,Hilary Clinton,0.85,NA,NA,NA,0.404
NA,texas,1,NA,1,1,1,1,0,NA,NA,NA,NA,1,0.51,0,1,2016,Evangelical,Hilary Clinton,0,NA,NA,NA,0.651
NA,montana,4,NA,1,1,0,1,0.75,NA,NA,NA,NA,0.51,0.85,0.5,0.75,2016,Jewish,Donald Trump,0.51,NA,NA,NA,0.687
NA,washington,4,NA,0,0,1,0,0.5,NA,NA,NA,NA,0.51,0.68,0.25,0.5,2016,Other Christian,Hilary Clinton,0.17,NA,NA,NA,0.361
Democrat,california,3,NA,0,0,0,0,0.25,NA,NA,NA,NA,0.85,NA,0.25,NA,2016,Jewish,Hilary Clinton,0.34,NA,NA,NA,0.21125
NA,NA,1,NA,0,0,0,0,0.5,NA,NA,NA,NA,0.85,0.51,0,0,2016,Not Religious,Hilary Clinton,0,NA,NA,NA,0.186
Independent,maine,4,NA,0,0,0,0,0,NA,NA,NA,NA,1,0.17,0,0.75,2016,Not Religious,Hilary Clinton,0,NA,NA,NA,0.192
NA,missouri,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016,Evangelical,NA,NA,NA,NA,NA,NA
Independent,oregon,3,NA,1,0,0,0,0.75,NA,NA,NA,NA,0.85,0.51,0,0,2016,Not Religious,Hilary Clinton,0,NA,NA,NA,0.311
Independent,california,3,NA,1,1,1,1,0.75,NA,NA,NA,NA,0.51,0.85,0.25,0.25,2016,Catholic,Donald Trump,0.51,NA,NA,NA,0.712
Democrat,oklahoma,3,NA,1,1,0,0,0.75,NA,NA,NA,NA,0.51,0.51,0.25,0.25,2016,Evangelical,Donald Trump,0.51,NA,NA,NA,0.478
Democrat,california,4,NA,0,0,0,0,0,NA,NA,NA,NA,1,0.51,0,0,2016,Not Religious,Other,0,NA,NA,NA,0.151
Independent,new york,3,NA,1,0,1,0,0.75,NA,NA,NA,NA,0.68,1,0.25,0.25,2016,Catholic,NA,0,NA,NA,NA,0.493
Republican,iowa,3,NA,1,1,0,0,1,NA,NA,NA,NA,1,0.51,0,0.75,2016,Evangelical,Donald Trump,0.17,NA,NA,NA,0.543
Republican,maryland,3,NA,1,1,1,0,0,NA,NA,NA,NA,1,1,0,0.25,2016,Mainline,Donald Trump,0.85,NA,NA,NA,0.61
NA,mississippi,1,NA,1,1,0,1,0,NA,NA,NA,NA,1,1,0.5,0.5,2016,Other Religion,Hilary Clinton,0,NA,NA,NA,0.6
Republican,california,4,NA,1,0,0,1,0.5,NA,NA,NA,NA,0.51,0.51,0.5,0.25,2016,Other Christian,NA,0.51,NA,NA,NA,0.478
Independent,florida,3,NA,1,1,1,1,0.25,NA,NA,NA,NA,0.85,0.51,0.25,0.25,2016,Jewish,Donald Trump,0.68,NA,NA,NA,0.679
NA,texas,3,NA,1,1,1,0,0.5,NA,NA,NA,NA,1,0.51,0.25,0.25,2016,Other Christian,NA,0.17,NA,NA,NA,0.568
NA,ohio,2,NA,0,0,0,0,0.25,NA,NA,NA,NA,1,0.51,0,0,2016,Not Religious,Hilary Clinton,0.17,NA,NA,NA,0.193
Independent,pennsylvania,4,NA,1,0,1,0,0.75,NA,NA,NA,NA,0.85,0.51,0.25,1,2016,Catholic,NA,0.51,NA,NA,NA,0.587
Democrat,california,3,NA,1,1,1,1,0.75,NA,NA,NA,NA,0.51,0.51,0.5,0.5,2016,Evangelical,Donald Trump,0.51,NA,NA,NA,0.728
NA,NA,3,NA,1,1,0,0,0,NA,NA,NA,NA,0.51,0.51,0,0,2016,Not Religious,NA,0.51,NA,NA,NA,0.353
NA,NA,5,NA,1,1,0,0,0.5,NA,NA,NA,NA,0.85,0.51,0.5,0.5,2016,Not Religious,NA,0.51,NA,NA,NA,0.537
Democrat,pennsylvania,4,NA,1,1,1,1,0.5,NA,NA,NA,NA,0.51,0.51,0.75,0.75,2016,Catholic,Donald Trump,1,NA,NA,NA,0.802
Independent,rhode island,3,NA,0,0,0,0,0.5,NA,NA,NA,NA,0.85,0.51,0.25,0.25,2016,Not Religious,Donald Trump,0.51,NA,NA,NA,0.287
Democrat,north carolina,5,NA,1,1,1,1,0,NA,NA,NA,NA,0.51,0.51,0,1,2016,Other Christian,Hilary Clinton,0.51,NA,NA,NA,0.653
Democrat,new jersey,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016,Evangelical,NA,NA,NA,NA,NA,NA
NA,ohio,3,NA,1,1,1,0,0.75,NA,NA,NA,NA,1,1,0.75,0.75,2016,Catholic,Donald Trump,0.68,NA,NA,NA,0.793
Republican,kansas,3,NA,1,1,0,1,0.75,NA,NA,NA,NA,0.51,0.51,0,0,2016,Mainline,Donald Trump,0.85,NA,NA,NA,0.562
NA,alabama,3,NA,1,1,1,1,0.5,NA,NA,NA,NA,1,0.51,0.25,0.5,2016,Evangelical,Hilary Clinton,0.51,NA,NA,NA,0.727
Independent,colorado,3,NA,1,0,0,0,0.5,NA,NA,NA,NA,0.51,0.51,0,0.25,2016,Not Religious,Donald Trump,0.68,NA,NA,NA,0.345
Democrat,oregon,2,NA,0,0,0,0,0.5,NA,NA,NA,NA,0.85,0.51,0,0.25,2016,Other Religion,Hilary Clinton,0.51,NA,NA,NA,0.262
Democrat,florida,2,NA,1,1,0,0,0.5,NA,NA,NA,NA,0.51,0.51,0.25,0.5,2016,Jewish,NA,0,NA,NA,NA,0.427
Democrat,idaho,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016,Catholic,NA,NA,NA,NA,NA,NA
NA,texas,3,NA,1,1,0,1,0.5,NA,NA,NA,NA,0.51,0.51,0.25,0.25,2016,Other Christian,Donald Trump,0.85,NA,NA,NA,0.587
Republican,florida,3,NA,1,1,1,0,0.75,NA,NA,NA,NA,0.51,0.51,0.25,0.25,2016,Mainline,Donald Trump,0.17,NA,NA,NA,0.544
NA,ohio,3,NA,1,1,1,0,0.75,NA,NA,NA,NA,0.51,0.51,0,0.25,2016,Catholic,Hilary Clinton,0.51,NA,NA,NA,0.553
Republican,kentucky,2,NA,1,0,0,0,0.5,NA,NA,NA,NA,0.85,0.85,0,0.25,2016,Other Christian,Donald Trump,0.51,NA,NA,NA,0.396
NA,illinois,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016,Catholic,NA,NA,NA,NA,NA,NA
Independent,NA,3,NA,0,1,0,0,0.25,NA,NA,NA,NA,0.51,0.51,0.5,0.5,2016,Not Religious,Hilary Clinton,0.51,NA,NA,NA,0.378
NA,NA,2,NA,1,1,0,1,0.5,NA,NA,NA,NA,0.85,1,0.25,0.25,2016,Catholic,NA,0.17,NA,NA,NA,0.602
Democrat,maryland,3,NA,1,1,1,0,1,NA,NA,NA,NA,0.85,0.68,0,0,2016,Catholic,Donald Trump,0.51,NA,NA,NA,0.604
NA,ohio,3,NA,1,0,0,0,1,NA,NA,NA,NA,0.85,0.51,NA,NA,2016,Catholic,NA,0.51,NA,NA,NA,0.48375
NA,NA,3,NA,0,0,0,1,0.5,NA,NA,NA,NA,0.51,0.85,0.5,0.75,2016,Not Religious,NA,0.85,NA,NA,NA,0.496
Republican,arkansas,4,NA,1,0,0,0,0.5,NA,NA,NA,NA,0.85,0.51,0.75,0.75,2016,Evangelical,Donald Trump,0.17,NA,NA,NA,0.453
NA,illinois,4,NA,NA,0,1,NA,0.75,NA,NA,NA,NA,NA,NA,NA,NA,2016,Other Religion,Gary Johnson,0,NA,NA,NA,0.4375
NA,NA,2,NA,0,1,0,0,0.75,NA,NA,NA,NA,1,0.85,0.25,0.75,2016,Catholic,NA,0.34,NA,NA,NA,0.494
NA,texas,3,NA,0,0,0,0,0.5,NA,NA,NA,NA,0.51,0.51,0.25,0.25,2016,Other Religion,Donald Trump,0.34,NA,NA,NA,0.236
NA,indiana,3,NA,1,1,1,0,0.5,NA,NA,NA,NA,1,1,0.25,0.25,2016,Other Christian,Donald Trump,0.17,NA,NA,NA,0.617
Democrat,north carolina,4,NA,1,1,1,1,0.5,NA,NA,NA,NA,0.85,0.51,0,0.5,2016,Other Christian,NA,0.17,NA,NA,NA,0.653
NA,indiana,5,NA,0,1,1,0,0.5,NA,NA,NA,NA,0.85,0.51,0,0,2016,Other Religion,Hilary Clinton,0,NA,NA,NA,0.386
NA,NA,3,NA,1,NA,NA,NA,0.5,NA,NA,NA,NA,0.51,0.51,NA,NA,2016,Catholic,Hilary Clinton,NA,NA,NA,NA,0.63
NA,indiana,3,NA,1,1,1,0,0.75,NA,NA,NA,NA,0.51,0.51,0.5,0.5,2016,Mainline,Donald Trump,0,NA,NA,NA,0.577
Democrat,california,2,NA,1,0,1,0,0.25,NA,NA,NA,NA,0.68,0.51,0.25,0.5,2016,Other Christian,Hilary Clinton,0.17,NA,NA,NA,0.436
Democrat,north carolina,2,NA,1,1,1,0,0.5,NA,NA,NA,NA,0.85,0.51,0.25,0,2016,Not Religious,Hilary Clinton,0.51,NA,NA,NA,0.562
Democrat,pennsylvania,3,NA,1,0,0,0,0.5,NA,NA,NA,NA,0.51,0.85,0.5,0.5,2016,Not Religious,Donald Trump,1,NA,NA,NA,0.486
NA,illinois,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016,Other Christian,NA,NA,NA,NA,NA,NA
Republican,colorado,2,NA,1,1,1,0,0.25,NA,NA,NA,NA,0.51,1,0.25,0.25,2016,Other Christian,Other,0.51,NA,NA,NA,0.577
NA,minnesota,2,NA,0,1,1,1,0.25,NA,NA,NA,NA,0.51,0.51,0,0.25,2016,Other Christian,Hilary Clinton,0,NA,NA,NA,0.452
Independent,new york,3,NA,1,0,0,0,0.25,NA,NA,NA,NA,0.51,0.51,0,0.25,2016,Other Religion,Gary Johnson,0.51,NA,NA,NA,0.303
Democrat,kentucky,4,NA,1,1,0,1,1,NA,NA,NA,NA,0.85,0.51,0,0.25,2016,Not Religious,Hilary Clinton,0,NA,NA,NA,0.561
Democrat,california,3,NA,1,1,0,1,0.75,NA,NA,NA,NA,0.85,0.85,0.5,0.75,2016,Not Religious,Hilary Clinton,0.85,NA,NA,NA,0.755
NA,illinois,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016,Evangelical,NA,NA,NA,NA,NA,NA
NA,indiana,5,NA,1,0,1,1,0.5,NA,NA,NA,NA,0.51,0.51,0.5,0.5,2016,Catholic,Hilary Clinton,0.85,NA,NA,NA,0.637
Republican,florida,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016,Catholic,NA,NA,NA,NA,NA,NA
Democrat,kansas,3,NA,0,1,1,1,0.5,NA,NA,NA,NA,0.17,0.17,0.5,0.5,2016,Catholic,Hilary Clinton,0.51,NA,NA,NA,0.535
Independent,oregon,3,NA,0,1,1,0,0.5,NA,NA,NA,NA,0.85,1,0.25,0.25,2016,Catholic,Donald Trump,0,NA,NA,NA,0.485
NA,virginia,2,NA,1,0,0,0,0.25,NA,NA,NA,NA,0.51,0.51,0.25,0,2016,Mainline,Donald Trump,0.51,NA,NA,NA,0.303
Democrat,florida,3,NA,1,0,0,0,0.5,NA,NA,NA,NA,0.51,0.51,0.25,0,2016,Not Religious,Hilary Clinton,0.51,NA,NA,NA,0.328
Republican,california,3,NA,1,1,1,1,0.5,NA,NA,NA,NA,0.85,1,0.75,0.25,2016,Catholic,Donald Trump,0.51,NA,NA,NA,0.786
NA,washington,1,NA,0,0,1,0,0,NA,NA,NA,NA,0.51,0.51,0,0.25,2016,Other Christian,Donald Trump,0.51,NA,NA,NA,0.278
NA,michigan,2,NA,1,1,0,0,0.25,NA,NA,NA,NA,1,0.51,0.5,0.25,2016,Other Christian,Hilary Clinton,0.51,NA,NA,NA,0.502
Republican,california,3,NA,1,1,1,0,0.25,NA,NA,NA,NA,0.85,0.51,0.25,0.25,2016,Not Religious,Donald Trump,0.51,NA,NA,NA,0.562
NA,indiana,3,NA,1,1,0,1,1,NA,NA,NA,NA,0.85,0.85,0,0,2016,Evangelical,Hilary Clinton,0.51,NA,NA,NA,0.621
NA,illinois,3,NA,1,0,1,1,0.5,NA,NA,NA,NA,1,0.51,0.25,0.75,2016,Not Religious,NA,0,NA,NA,NA,0.601
Democrat,kentucky,2,NA,1,1,1,1,0.25,NA,NA,NA,NA,0.51,0.51,0,0,2016,Evangelical,Hilary Clinton,0,NA,NA,NA,0.527
NA,NA,4,NA,0,0,0,1,0,NA,NA,NA,NA,0.51,0.51,0.25,0.25,2016,Not Religious,NA,0.51,NA,NA,NA,0.303
NA,wisconsin,3,NA,1,0,0,0,0.5,NA,NA,NA,NA,0.51,0.51,0.25,0,2016,Catholic,Hilary Clinton,0,NA,NA,NA,0.277
NA,hawaii,4,NA,1,1,0,0,0,NA,NA,NA,NA,0.51,0.51,0,0.25,2016,Catholic,NA,0.51,NA,NA,NA,0.378
NA,ohio,3,NA,1,1,0,0,0.5,NA,NA,NA,NA,0.51,0.51,0,0.25,2016,Catholic,NA,0.17,NA,NA,NA,0.394
NA,michigan,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016,Other Christian,NA,NA,NA,NA,NA,NA
Democrat,new jersey,3,NA,1,1,1,1,0.25,NA,NA,NA,NA,0.51,0.51,0.25,0.25,2016,Other Religion,Hilary Clinton,0,NA,NA,NA,0.577
Independent,oregon,2,NA,1,1,1,1,0,NA,NA,NA,NA,1,0,1,1,2016,Mainline,Jill Stein,0,NA,NA,NA,0.7
NA,vermont,3,NA,1,1,1,0,0.5,NA,NA,NA,NA,0.51,1,0,0,2016,Not Religious,Hilary Clinton,0.51,NA,NA,NA,0.552
Republican,pennsylvania,5,NA,1,0,0,0,0.5,NA,NA,NA,NA,1,0.85,1,0.25,2016,Mainline,Donald Trump,0.51,NA,NA,NA,0.511
NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016,Other Christian,NA,NA,NA,NA,NA,NA
Republican,kentucky,1,NA,1,1,0,0,0.5,NA,NA,NA,NA,1,1,0.75,0.25,2016,Other Christian,NA,0.51,NA,NA,NA,0.601
NA,wisconsin,2,NA,1,0,0,0,0.25,NA,NA,NA,NA,0.51,0.51,0,0,2016,Mainline,Hilary Clinton,0.17,NA,NA,NA,0.244
Democrat,pennsylvania,3,NA,1,0,0,0,0.5,NA,NA,NA,NA,0.85,0.51,0,0,2016,Not Religious,Hilary Clinton,0.17,NA,NA,NA,0.303
NA,ohio,4,NA,1,1,1,0,0.75,NA,NA,NA,NA,0.85,0.51,0.25,0.25,2016,Evangelical,Donald Trump,0.85,NA,NA,NA,0.646
NA,michigan,3,NA,1,1,1,0,0.75,NA,NA,NA,NA,0.85,1,0.25,0.25,2016,Evangelical,Donald Trump,0.51,NA,NA,NA,0.661
NA,illinois,3,NA,1,1,0,0,0.5,NA,NA,NA,NA,0.85,0.51,0,0,2016,Evangelical,NA,0.51,NA,NA,NA,0.437
NA,georgia,3,NA,1,1,1,1,0.75,NA,NA,NA,NA,0.51,0.68,0.25,0.75,2016,Evangelical,NA,1,NA,NA,NA,0.794
NA,missouri,4,NA,0,0,0,0,0.25,NA,NA,NA,NA,0.51,0.51,0.75,0.75,2016,Not Religious,NA,0.85,NA,NA,NA,0.362
NA,texas,2,NA,0,1,0,0,0.25,NA,NA,NA,NA,0.51,0.51,0,0,2016,Evangelical,Hilary Clinton,0.17,NA,NA,NA,0.244
NA,NA,3,NA,1,0,1,0,0.5,NA,NA,NA,NA,0.51,0.51,0.25,0.25,2016,Mainline,NA,0.51,NA,NA,NA,0.453
NA,ohio,2,NA,1,1,1,1,0.5,NA,NA,NA,NA,0.51,0.51,0,0.25,2016,Other Christian,Hilary Clinton,0.51,NA,NA,NA,0.628
NA,ohio,3,NA,0,0,0,0,0,NA,NA,NA,NA,0.85,0.51,0,0,2016,Not Religious,Hilary Clinton,0.34,NA,NA,NA,0.17
NA,NA,4,NA,1,1,0,1,0.25,NA,NA,NA,NA,0.51,0.51,0.25,0.25,2016,Not Religious,NA,0,NA,NA,NA,0.477
NA,NA,3,NA,1,1,0,0,0.5,NA,NA,NA,NA,0.51,0.51,0,0,2016,Other Christian,NA,0.51,NA,NA,NA,0.403
Independent,california,2,NA,0,0,0,0,0.25,NA,NA,NA,NA,0.51,0.51,0.25,0.25,2016,Not Religious,Hilary Clinton,0.17,NA,NA,NA,0.194
Democrat,massachusetts,2,NA,1,0,1,1,0.5,NA,NA,NA,NA,0.85,0.51,0.25,0.25,2016,Catholic,Donald Trump,0.51,NA,NA,NA,0.587
NA,NA,4,NA,1,0,0,0,1,NA,NA,NA,NA,1,1,0.5,0.5,2016,Jewish,NA,0.85,NA,NA,NA,0.585
Democrat,kentucky,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016,Evangelical,NA,NA,NA,NA,NA,NA
NA,texas,3,NA,1,1,1,1,0.75,NA,NA,NA,NA,0.85,1,0.5,0.25,2016,Catholic,Hilary Clinton,0.17,NA,NA,NA,0.752
NA,illinois,3,NA,1,0,0,0,0,NA,NA,NA,NA,1,0.17,0.5,0.75,2016,Other Christian,Hilary Clinton,0.17,NA,NA,NA,0.359
Democrat,new jersey,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016,Evangelical,NA,NA,NA,NA,NA,NA
NA,ohio,3,NA,1,0,0,0,0.75,NA,NA,NA,NA,0.85,1,0.25,0.25,2016,Other Christian,Hilary Clinton,0.51,NA,NA,NA,0.461
NA,illinois,1,NA,0,0,0,0,0,NA,NA,NA,NA,0.51,0.17,0,0,2016,Not Religious,Hilary Clinton,0,NA,NA,NA,0.068
NA,NA,3,NA,1,1,0,0,0.5,NA,NA,NA,NA,0.51,0.51,0,0,2016,Catholic,NA,0.51,NA,NA,NA,0.403
Republican,florida,3,NA,1,1,1,0,0.5,NA,NA,NA,NA,0.68,1,0.25,0.25,2016,Other Christian,Donald Trump,0.51,NA,NA,NA,0.619
Democrat,new mexico,2,NA,1,0,1,0,0.25,NA,NA,NA,NA,0.68,0.85,0.25,0.25,2016,Mainline,Hilary Clinton,0.51,NA,NA,NA,0.479
Democrat,north carolina,3,NA,0,0,0,0,0,NA,NA,NA,NA,0.85,1,0.5,0.5,2016,Not Religious,Donald Trump,0.68,NA,NA,NA,0.353
Republican,new york,3,NA,0,1,1,1,0.5,NA,NA,NA,NA,0.68,0.51,0,0.25,2016,Evangelical,Donald Trump,0.17,NA,NA,NA,0.511
Republican,arizona,4,NA,1,1,1,1,0.25,NA,NA,NA,NA,0.85,1,0.25,0.25,2016,Evangelical,Donald Trump,0.85,NA,NA,NA,0.745
Independent,connecticut,3,NA,1,1,0,0,1,NA,NA,NA,NA,0.85,0.51,0,0.25,2016,Catholic,Donald Trump,0.51,NA,NA,NA,0.512
Independent,california,3,NA,0,1,0,1,0.5,NA,NA,NA,NA,0.85,0.85,0.75,0.5,2016,Other Christian,Donald Trump,0.85,NA,NA,NA,0.63
Republican,florida,4,NA,1,1,1,1,1,NA,NA,NA,NA,0.51,1,0.25,0.5,2016,Mainline,Donald Trump,0.51,NA,NA,NA,0.777
NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016,Catholic,NA,NA,NA,NA,NA,NA
NA,tennessee,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016,Other Christian,NA,NA,NA,NA,NA,NA
Independent,NA,3,NA,1,1,0,1,0.5,NA,NA,NA,NA,0.85,1,0.5,0.5,2016,Other Christian,NA,0.51,NA,NA,NA,0.686
Democrat,north carolina,3,NA,1,1,1,0,0.75,NA,NA,NA,NA,0.51,0.51,0.25,0.25,2016,Evangelical,Donald Trump,0.17,NA,NA,NA,0.544
NA,montana,5,NA,1,1,1,0,0.5,NA,NA,NA,NA,1,1,1,1,2016,Evangelical,Donald Trump,1,NA,NA,NA,0.85
Independent,kentucky,3,NA,1,0,1,0,0.5,NA,NA,NA,NA,0.85,0.85,0.75,0.25,2016,Evangelical,Donald Trump,1,NA,NA,NA,0.62
Democrat,delaware,4,NA,1,1,1,1,0.75,NA,NA,NA,NA,1,0.51,0.5,0.5,2016,Mainline,NA,0.51,NA,NA,NA,0.777
Democrat,new jersey,3,NA,0,1,0,0,0.25,NA,NA,NA,NA,0.51,0.51,0,0.25,2016,Mainline,Hilary Clinton,0.51,NA,NA,NA,0.303
Republican,maryland,3,NA,1,0,0,0,0,NA,NA,NA,NA,0.85,0.85,0,0.25,2016,Other Christian,Donald Trump,0.51,NA,NA,NA,0.346
NA,ohio,5,NA,1,1,1,0,0.75,NA,NA,NA,NA,1,1,0.25,0.5,2016,Not Religious,NA,0,NA,NA,NA,0.65
NA,wisconsin,5,NA,1,0,0,0,0.75,NA,NA,NA,NA,0.51,0.51,0.5,0.5,2016,Not Religious,Hilary Clinton,0.51,NA,NA,NA,0.428
Republican,louisiana,5,NA,1,1,1,0,0.25,NA,NA,NA,NA,0.51,0.85,0,0,2016,Catholic,Donald Trump,0.51,NA,NA,NA,0.512
NA,ohio,3,NA,1,1,1,1,0.5,NA,NA,NA,NA,0.85,0.51,0.25,0.25,2016,Not Religious,Hilary Clinton,0.17,NA,NA,NA,0.653
Democrat,new york,3,NA,1,1,0,0,0.75,NA,NA,NA,NA,0.85,0.85,0,0,2016,Mainline,Hilary Clinton,0.51,NA,NA,NA,0.496
Democrat,new york,2,NA,1,1,1,1,0.75,NA,NA,NA,NA,0.85,0.51,0,0,2016,Catholic,Hilary Clinton,0.51,NA,NA,NA,0.662
NA,NA,5,NA,1,1,1,1,0.5,NA,NA,NA,NA,1,1,0.25,0.5,2016,Catholic,NA,0.85,NA,NA,NA,0.81
NA,michigan,3,NA,1,0,1,0,0.5,NA,NA,NA,NA,0.51,0.85,0,0,2016,Mainline,Hilary Clinton,0.34,NA,NA,NA,0.42
NA,minnesota,3,NA,0,0,0,0,0.5,NA,NA,NA,NA,0.51,0.51,0,0.25,2016,Mainline,Hilary Clinton,0.17,NA,NA,NA,0.194
Republican,florida,1,NA,1,1,1,1,0.75,NA,NA,NA,NA,0.85,0.85,0.25,0.5,2016,Mainline,Donald Trump,0.68,NA,NA,NA,0.788
Republican,california,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016,Evangelical,NA,NA,NA,NA,NA,NA
NA,NA,4,NA,1,1,1,1,0.5,NA,NA,NA,NA,1,0.51,0.25,0.5,2016,Not Religious,NA,0,NA,NA,NA,0.676
Democrat,florida,2,NA,0,1,1,1,0.75,NA,NA,NA,NA,1,1,0.25,0.5,2016,Mainline,Hilary Clinton,0.51,NA,NA,NA,0.701
NA,washington,3,NA,0,0,0,0,0,NA,NA,NA,NA,1,1,0.5,0.25,2016,Not Religious,Hilary Clinton,0,NA,NA,NA,0.275
NA,NA,3,NA,0,1,0,0,0.75,NA,NA,NA,NA,0.85,0.51,0.75,0.25,2016,Catholic,NA,0.17,NA,NA,NA,0.428
Independent,new york,1,NA,1,1,1,0,0,NA,NA,NA,NA,0.85,0.51,0,0,2016,Other Religion,Hilary Clinton,0.17,NA,NA,NA,0.453
Independent,nevada,3,NA,1,1,1,1,1,NA,NA,NA,NA,0.51,0.17,0.25,0.25,2016,Not Religious,Donald Trump,0.17,NA,NA,NA,0.635
